[2026-06-07T02:17:48.403Z] GET https://www.basketball-reference.com/teams/SAS/2026.html → pending (?ms, ?B)
[2026-06-07T02:19:08.841Z] POST https://vision.fn-pz.com/v3/event → 202 (217ms, ?B)
[2026-06-07T02:19:08.841Z] POST https://vision.fn-pz.com/v3/event → 202 (217ms, ?B)
[2026-06-07T02:19:08.841Z] POST https://vision.fn-pz.com/v3/event → 202 (213ms, ?B)
[2026-06-07T02:19:08.899Z] GET https://images.taboola.com/taboola/image/fetch/f_jpg%2Cq_auto%2Ch_256%2Cw_460%2Cc_fill%2Cg_faces:auto%2Ce_sharpen/https%3A//cdn.taboola.com/libtrc/static/thumbnails/5058cf7ffc41dff5e1bc586a4d56ef9f.jpg → 200 (2ms, 38814B)
[2026-06-07T02:19:08.937Z] GET https://www.googletagservices.com/tag/js/gpt.js?network-code=21783347309 → 200 (3ms, 112772B)
[2026-06-07T02:19:08.937Z] GET https://secure.espncdn.com/prod/scripts/prebid8.26.0.js → 200 (8ms, 340582B)
[2026-06-07T02:19:08.944Z] GET https://securepubads.g.doubleclick.net/pagead/managed/js/gpt/m202606020101/pubads_impl.js?cb=31098954 → 200 (11ms, 615842B)
[2026-06-07T02:19:08.949Z] GET https://securepubads.g.doubleclick.net/pagead/managed/dict/m202606040101/gpt → 200 (?ms, 64902B)
[2026-06-07T02:19:08.968Z] POST https://ib.adnxs.com/ut/v3/prebid → pending (?ms, ?B)
[2026-06-07T02:19:08.969Z] GET https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=13042&site_id=92444&zone_id=435334&size_id=2&alt_size_ids=57&rf=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs%2Fseasontype%2F2&tg_i.domain=espn.com&tg_i.page=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs%2Fseasontype%2F2&tg_i.pbadslot=%2F21783347309%2Fespn.com%2Fnba%2Fteam%2Fstats&tk_flint=pbjs_lite_v8.26.0&l_pb_bid_id=1051931664a2831&p_screen_res=1280x720&rp_secure=1&rp_maxbids=1&p_gpid=%2F21783347309%2Fespn.com%2Fnba%2Fteam%2Fstats&m_ch_ua=%22Not%3AA-Brand%22%7Cv%3D%2299%22%2C%22HeadlessChrome%22%7Cv%3D%22145%22%2C%22Chromium%22%7Cv%3D%22145%22&m_ch_full_ver=%22Not%3AA-Brand%22%7Cv%3D%2299%22%2C%22HeadlessChrome%22%7Cv%3D%22145%22%2C%22Chromium%22%7Cv%3D%22145%22&m_ch_mobile=%3F0&m_ch_platform=macOS&slots=1&rand=0.3279900930813622 → pending (?ms, ?B)
[2026-06-07T02:19:08.970Z] GET https://fundingchoicesmessages.google.com/i/21783347309?ers=3 → 200 (117ms, 22993B)
[2026-06-07T02:19:09.015Z] GET https://sb.scorecardresearch.com/internal-cs/default/beacon.js → 200 (?ms, 21373B)
[2026-06-07T02:19:09.016Z] GET https://sb.scorecardresearch.com/b?c1=2&c2=3000005&cs_it=b1&cv=4.13.1%2B2508250908&ns__t=1780798749015&ns_c=UTF-8&cs_cfg=1101110&c7=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs%2Fseasontype%2F2&c8=San%20Antonio%20Spurs%202025-26%20NBA%20Postseason%20Stats%20-%20ESPN&c9= → 204 (283ms, ?B)
[2026-06-07T02:19:09.092Z] GET https://ep1.adtrafficquality.google/getconfig/sodar?sv=200&tid=gpt&tv=m202606020101&st=env&sjk=5227987195731952 → 200 (92ms, 17842B)
[2026-06-07T02:19:09.101Z] GET https://securepubads.g.doubleclick.net/gampad/ads?pvsid=5227987195731952&correlator=564736875193927&hxva=1&scor=3744765790065006&eid=31098954&output=ldjh&gdfp_req=1&vrg=202606020101&ptt=17&impl=fifs&iu_parts=21783347309%2Cespn.com%2Cnba%2Cteam%2Cstats&enc_prev_ius=%2F0%2F1%2F2%2F3%2F4%2C%2F0%2F1%2F2%2F3%2F4&prev_iu_szs=1x2%2C1x1&ifi=1&didk=841683943~4030401799&dids=ad-slot-exclusions-424378~ad-slot-overlay-628283&adfs=446113323~1513535177&sfv=1-0-45&ists=1&eri=1&sc=1&lrm=100&cookie=ID%3D326ef29c6fe295d1%3AT%3D1780798684%3ART%3D1780798684%3AS%3DALNI_MbuNg1CHPk4-XBA2bEaSXHOnjIR-A&gpic=UID%3D000014476c1fb61d%3AT%3D1780798684%3ART%3D1780798684%3AS%3DALNI_MZ87n0tOZ4JypTPEOhZ9EM8Ibt3Pw&abxe=1&dt=1780798749094&lmt=1780799046&adxs=0%2C0&adys=109%2C0&biw=1280&bih=720&scr_x=0&scr_y=0&btvi=0%7C0&ucis=1%7C2&oid=2&u_his=5&u_h=720&u_w=1280&u_ah=720&u_aw=1280&u_cd=24&u_sd=1&u_tz=480&dmc=8&bc=31&nvt=1&uach=WyJtYWNPUyIsIjI2LjUuMSIsImFybSIsIiIsIjE0NS4wLjc2MzIuNiIsbnVsbCwwLG51bGwsIjY0IixbWyJOb3Q6QS1CcmFuZCIsIjk5LjAuMC4wIl0sWyJIZWFkbGVzc0Nocm9tZSIsIjE0NS4wLjc2MzIuNiJdLFsiQ2hyb21pdW0iLCIxNDUuMC43NjMyLjYiXV0sMF0.&url=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs%2Fseasontype%2F2&vis=1&psz=1280x0%7C1280x-1&msz=1280x0%7C1280x-1&fws=0%2C512&ohw=0%2C0&dlt=1780798746760&idt=2196&ppid=65CADD94-86DD-42C7-C200-34A22ED228D3&prev_scp=pos%3Dexclusions%7CslotId%3Dad-slot-overlay-628283%26pos%3Doutofpage&cust_params=pgtyp%3Dstats%26sp%3Dnba%26ed%3Dus%26lang%3Den%26tm%3Dsa%26league%3Dnba%26darkmode%3Dfalse%26ajx_url%3Dhttps%253A%252F%252Fwww.espn.com%252Fnba%252Fteam%252Fstats%252F_%252Fname%252Fsa%252F2%26mnr%3Df%26swid%3D65CADD94-86DD-42C7-C200-34A22ED228D3%26d_us_privacy%3D%26hip%3Dfbd007c8098451fee9ec27d9210f016957b077d490f991bbd60c6dfa4e0149fd%26inskin_yes%3Dno%26prof%3Dxl&adks=989931784%2C3970748825&frm=20&eo_id_str=ID%3D109055eb94a22d5f%3AT%3D1780798684%3ART%3D1780798684%3AS%3DAA-AfjYk-jrqmaBHDjDtBGCMJGLB&pgls=CAk. → 200 (92ms, 9180B)
[2026-06-07T02:19:09.103Z] GET https://371c0f0b41d83fc39cd370a9b2bb5ce2.safeframe.googlesyndication.com/safeframe/1-0-45/html/container.html → 200 (366ms, 7404B)
[2026-06-07T02:19:09.192Z] GET https://ep2.adtrafficquality.google/sodar/sodar2.js → 200 (1ms, 21535B)
[2026-06-07T02:19:09.197Z] GET https://ep2.adtrafficquality.google/sodar/sodar2/254/runner.html → 200 (?ms, 14627B)
[2026-06-07T02:19:09.197Z] GET https://www.google.com/recaptcha/api2/aframe → 200 (1ms, 829B)
[2026-06-07T02:19:09.209Z] GET https://secure.espncdn.com/ad/doubleclick/hanfordCap.js → 200 (?ms, 499B)
[2026-06-07T02:19:09.209Z] GET https://www.googletagmanager.com/gtag/js?id=AW-817714641 → 200 (13ms, 430546B)
[2026-06-07T02:19:09.209Z] GET https://pagead2.googlesyndication.com/pagead/sodar?id=sodar2&v=254&li=gpt_m202606020101&jk=5227987195731952&rc=null → 204 (90ms, ?B)
[2026-06-07T02:19:09.209Z] GET https://pagead2.googlesyndication.com/bg/WTjLr0YvkDEeF5MTTn-f2BbM6vD8FMWGIAlvuf4NS9g.js → 200 (2ms, 57596B)
[2026-06-07T02:19:09.230Z] GET https://googleads.g.doubleclick.net/pagead/viewthroughconversion/817714641/?random=1780798749226&cv=11&fst=1780798749226&bg=ffffff&guid=ON&async=1&en=gtag.config&gtm=45be6631v9100158892za200zd9100158892xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938466~115938469~118228215~119027224&u_w=1280&u_h=720&url=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs%2Fseasontype%2F2&ref=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs%2Fseasontype%2F2&rcb=11&frm=1&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=1785555222.1780798684&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uamb=0&uam=&uap=macOS&uapv=26.5.1&uaw=0&data=event%3Dgtag.config&ept=9&rfmt=3&fmt=4 → 200 (93ms, 43B)
[2026-06-07T02:19:09.230Z] POST https://www.google.com/rmkt/collect/817714641/?random=1780798749226&cv=11&fst=1780798749226&fmt=8&bg=ffffff&guid=ON&async=1&en=gtag.config&gtm=45be6631v9100158892za200zd9100158892xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938466~115938469~118228215~119027224&u_w=1280&u_h=720&url=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs%2Fseasontype%2F2&ref=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs%2Fseasontype%2F2&rcb=11&frm=1&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=1785555222.1780798684&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uamb=0&uam=&uap=macOS&uapv=26.5.1&uaw=0&data=event%3Dgtag.config&ept=68&gcp=5 → 200 (77ms, ?B)
[2026-06-07T02:19:09.230Z] POST https://www.google.com/ccm/collect?rcb=11&frm=1&auid=1785555222.1780798684&en=page_view&dr=www.espn.com&dl=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs%2Fseasontype%2F2&scrsrc=www.googletagmanager.com&rnd=1340772758.1780798749&navt=n&npa=0&gtm=45be6631v9100158892za200zd9100158892xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938466~115938469~118228215~119027224&apve=1&apvf=f&apvc=1&tids=AW-817714641&tid=AW-817714641&tft=1780798749230&tfd=24 → 200 (77ms, ?B)
[2026-06-07T02:19:09.250Z] GET https://ep2.adtrafficquality.google/generate_204?1ucyvg → 204 (54ms, ?B)
[2026-06-07T02:19:09.563Z] GET https://load77.exelator.com/pixel.gif → pending (?ms, ?B)
[2026-06-07T02:19:09.584Z] POST https://trc.taboola.com/espnnetwork-espn/log/3/bulk?route=TY%3ATY%3AV&lti=default-trecs-3288-fix-served-sizes-reporting-on-explore-more-display-items_ctrl&tvi48=28907&tvi50=30819&cv=20260604-9-RELEASE&bulkSize=3 → 204 (207ms, ?B)
[2026-06-07T02:19:09.590Z] GET https://cdn.taboola.com/libtrc/static/thumbnails/f539211219b796ffbb49949997c764f0.png → 200 (?ms, 254B)
[2026-06-07T02:19:09.758Z] GET https://ep1.adtrafficquality.google/pagead/sodar?id=sodar2&v=254&t=2&li=gpt_m202606020101&jk=5227987195731952&bg=!bW6lbgzNAAYVyLrKNcg7AEcBe5WfOH9gnmLwiwxBd6aV1-5K2jq4AD8ifWUu-BN9smbpUu0F3KhVv-RVcsLEUhz7mqr8nE0CcAtoe28laRx_XqhDZOFowgIAAAAiUgAAAAJoAQd-ADYMJxiVbpX5NbhCHb0SrVE7SIXpxUvRxzb2WG1TXu65_jV1fpFPF_-lRtvJUjlJ13AdQ0UNmU4KAIiWfsFTHfVG0g_HdY0rFLyy5JE8g7lCZvBqjjCtmIjbUHPJGzXAQlScB8iAUXv6fHhq-YFbtG90sgZ9d7nmKcc_fOXGj2Z0bgCBN3Z6hjCQG2L38iB9Hnkc4TQxkHFYKEHsOd2M8rUttX9Y8R1xBPICBkjaTpoAFa9QADCtccNQ-jN68x8_10XtmQIvCYPXk3MjJ9Hp1at0oilNG-AO6IRG74b3XMYDA0KVLyVLSpC0Bkgo6jsW_Qy1bIoZ-EDErssWV1NmcAtjKSWWdSMhLy68ORgEautbHL9MuNjCDkMRai-bYEFF3xHBtw7UrdjginUxeO4WfOpfyB2sr-BQnLItbPYhUAisYYdiFV1Fr5ubgdOHkImwQYD_1yOP2IBMTyocRyj_J0Zx6SSP2rs8SvhSkVRnYoEolcUzX6lM5NpEsDloBIGbNcURpkWrqWRpmjTzfvlODyQDFQ1JvQXAcYxqYWA-QsBBbVhguIMSZ6wSh3h2yheeGcTsZeA4-VkihbpJM3U-5XPTrrcWWWs8bwsTJRqWK5bCTwBFqdVnXeTHAo8YlqhJDTrwYrDWHbkcLPL0gZAYDmUnGbF0uxJOJOMIVgQZcpIo9d7OwxyMLHME4MuKQL_qt8liohOXLELw6stq_t-nKqgT9B9SXtlFCvhHS9JPNlB2g79p4ZDuBZK38MMd45wwVeBWqf1SwH9x4r44diMtxO4ak5zlT9ZNPp2PIc8GI3dnXw1-lXFXwjSBvNl2tSvr8FoWH05PO4stDfKa9iA2_cp18hYuwBw3gE0lQ1Ss02BQK2PrE6BOGWR1LhlEAFxVSROKy9dTS62jtj0wat-u2WrDWJeQayEGG0H1yVK7xm-O7kwiYBb5Qune17HtTj_L3YHKOY1ocOYKGN2YG0J_Ho18E0fBmjwPtGNeqxwIfuxZaXWoWQ → pending (?ms, ?B)
[2026-06-07T02:19:09.976Z] GET https://securepubads.g.doubleclick.net/gampad/ads?pvsid=5227987195731952&correlator=1850925331937828&hxva=1&scor=3744765790065006&eid=31098954&output=ldjh&gdfp_req=1&vrg=202606020101&ptt=17&impl=fifs&iu_parts=21783347309%2Cespn.com%2Cnba%2Cteam%2Cstats&enc_prev_ius=%2F0%2F1%2F2%2F3%2F4%2C%2F0%2F1%2F2%2F3%2F4%2C%2F0%2F1%2F2%2F3%2F4&prev_iu_szs=1680x1050%2C1x2%2C1280x100%7C970x250%7C728x90&ifi=3&didk=280594401~841683943~1542657812&dids=ad-slot-wallpaper-360871~ad-slot-exclusions-424378~ad-slot-banner-561745&adfs=2280671675~446113323~93043707&sfv=1-0-45&rcs=0%2C1%2C0&eri=1&sc=1&lrm=100&cookie=ID%3D326ef29c6fe295d1%3AT%3D1780798684%3ART%3D1780798684%3AS%3DALNI_MbuNg1CHPk4-XBA2bEaSXHOnjIR-A&gpic=UID%3D000014476c1fb61d%3AT%3D1780798684%3ART%3D1780798684%3AS%3DALNI_MZ87n0tOZ4JypTPEOhZ9EM8Ibt3Pw&abxe=1&dt=1780798749965&lmt=1780799046&adxs=0%2C0%2C0&adys=109%2C109%2C302&biw=1280&bih=720&scr_x=0&scr_y=0&btvi=0%7C0%7C0&ucis=3%7C1%7C4&oid=2&u_his=5&u_h=720&u_w=1280&u_ah=720&u_aw=1280&u_cd=24&u_sd=1&u_tz=480&dmc=8&bc=31&nvt=1&uach=WyJtYWNPUyIsIjI2LjUuMSIsImFybSIsIiIsIjE0NS4wLjc2MzIuNiIsbnVsbCwwLG51bGwsIjY0IixbWyJOb3Q6QS1CcmFuZCIsIjk5LjAuMC4wIl0sWyJIZWFkbGVzc0Nocm9tZSIsIjE0NS4wLjc2MzIuNiJdLFsiQ2hyb21pdW0iLCIxNDUuMC43NjMyLjYiXV0sMF0.&url=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs%2Fseasontype%2F2&vis=1&psz=1280x0%7C1280x0%7C1280x100&msz=1680x0%7C0x0%7C1280x100&fws=640%2C128%2C0&ohw=0%2C0%2C0&psts=AOrYGskqHCy1w-UFrzJ6UYfAljgJndltiuB_QpBYmvm5eHybRsdkjNWt_HqTLepL2M3eN4rrqYhWLHLxUX1-KCpcdPDU68ARXoL6kFAaO91hWHJgOaxhnGVc3dBXh0A5gt92ItKfv-JQzxnFujepB30&dlt=1780798746760&idt=2196&ppid=65CADD94-86DD-42C7-C200-34A22ED228D3&prev_scp=pos%3Dwallpaper%7Cpos%3Dexclusions%7Cpos%3Dbanner&cust_params=pgtyp%3Dstats%26sp%3Dnba%26ed%3Dus%26lang%3Den%26tm%3Dsa%26league%3Dnba%26darkmode%3Dfalse%26ajx_url%3Dhttps%253A%252F%252Fwww.espn.com%252Fnba%252Fteam%252Fstats%252F_%252Fname%252Fsa%252F2%26mnr%3Df%26swid%3D65CADD94-86DD-42C7-C200-34A22ED228D3%26d_us_privacy%3D%26hip%3Dfbd007c8098451fee9ec27d9210f016957b077d490f991bbd60c6dfa4e0149fd%26inskin_yes%3Dno%26prof%3Dxl&adks=2551559103%2C989931784%2C4291686389&frm=20&eo_id_str=ID%3D109055eb94a22d5f%3AT%3D1780798684%3ART%3D1780798684%3AS%3DAA-AfjYk-jrqmaBHDjDtBGCMJGLB&gblpids=%2F21783347309%2Fespn.com%2Fnba%2Fteam%2Fstats~%2F21783347309%2Fespn.com%2Fnba%2Fteam%2Fstats~%2F21783347309%2Fespn.com%2Fnba%2Fteam%2Fstats&pb_szs=970x250%7C728x90~970x250%7C728x90~970x250%7C728x90&pgls=CAk. → 200 (187ms, 29753B)
[2026-06-07T02:19:10.170Z] GET https://securepubads.g.doubleclick.net/pcs/view?xai=AKAOjstRBK0mvaLNPA4XgkYXvn3tXODUUNhEtyzph15VIfaEalnOVXZs4VN5rLWZXl3fFFLRKcoFWvgcy2pZB5Fv0sHkTxBlzYp7Q0EIMI-e2OryoqtEsUGw5PuaKnfMYB9tgm0VX9UY0iKEOMOeQy2_srkWU0KrzS2GEMw0uYpFCH5ajvzXFIVtVf5vfWMbGnMRT-GMXKkldl4k23rIG5cBkJMjPhn7FeuR2sEvmmnsthDDI0Rdu7359iT_L0tSOk1TNXzbNJXSUm7KZDlb-IMLb_7JrfkyxRBFVz1RIoLJBKB5jj-29b1LcKiuyMzuFXqunbK0lbyFIwXU4VR4_eiJst_g4iMEjZprilvHLqfekJMyR4_9xAA-xpVC-gnK372BXtZi_-VoLFmGZh-llVOlEf8wgsBKasstoBHQjU9hd5ql-2FYK17iHEy7_YT_QT9S9ZvbVhC9PXqmdEgV3CceGpWpsg&sai=AMfl-YQ9vJWbhyNTyo-FuB6NOGLMMamZKgjUj2CZosnoyJJCNRsumgtNxskEC8CBBnxPLZ8hc0YfaMbQ2nIeAdd35J7QspG0l6BgpVZum_mz_yXQe5WpwmVVhXPsi4ptd4ngTiwnQxAAew31hjeR7LmJuiINZqHI7Kl5ysnydmzzHQw1zsq7wYjJ9MZJazXdjcrmwUdG6bKYkZcOIAAaDU4uv5sLXucFQ9m55j2X-cSlhwnL_zFKycHuN3JqvPMXYdklZfL81Pue3SarZ8UjsX2-spQjEZrVFJOe7QkzuJi2YPZGJE4nbkZaE9sUv6w8ojJDwE6IC9529Ou1BfwG1PaUYvn_9zkyCyaXTM088BsvO7Y7wcjW9pgwqLWQcZZHcxlCd6n4FfgbqtQ_UiI&sig=Cg0ArKJSzEroDzOmwqnZEAE&uach_m=%5BUACH%5D&urlfix=1&adurl= → 200 (72ms, ?B)
[2026-06-07T02:19:10.170Z] GET https://ads.rubiconproject.com/ad/15584.js → 200 (1ms, 30726B)
[2026-06-07T02:19:10.170Z] GET https://pagead2.googlesyndication.com/pagead/managed/js/activeview/current/ufs_web_display.js → 200 (1ms, 243288B)
[2026-06-07T02:19:10.171Z] GET https://smarttag.rubiconproject.com/a/15584/102754/482952-57.js?&cb=0.5035838899995603&tk_st=1&rf=https%3A//www.espn.com/nba/team/stats/_/name/sa/san-antonio-spurs/seasontype/2&rp_s=c&p_pos=atf&p_screen_res=1280x720&ad_slot=102754_57&rp_secure=1 → pending (?ms, ?B)
[2026-06-07T02:19:10.770Z] GET https://secure-sdk.imrworldwide.com/cgi-bin/gn?prd=dcr&ci=us-600140&ch=us-600140_b01_nba_S&asn=nba&fp_id=bvjx3iby8ivz36wlzzvtmisuy8rbt1780798683&fp_cr_tm=1780798683802&fp_acc_tm=1780798699973&fp_emm_tm=1780798699977&ve_id=&sessionId=aeux7t19fxr96nkq4oys8pdc1cae61780798748&prv=1&c6=vc,b01&ca=NA&c13=asid,P07264C85-15CD-4A80-8E56-B5BFA6D93296&c32=segA,stats&c33=segB,NA&c34=segC,stats&c15=apn,&sup=1&segment2=&segment1=&forward=0&plugv=&playerv=&ad=0&cr=V&c9=devid,&enc=true&c1=nuid,1t7q7zn6sluerrezaryzzdwff9qa01780798683&at=view&rt=text&c16=sdkv,bj.6.0.0&c27=cln,0&crs=&lat=&lon=&c29=plid,1780798748758816&c30=bldv,6.0.0.748&st=dcr&c7=osgrp,&c8=devgrp,&c10=plt,&c40=adbid,&c14=osver,NA&c26=dmap,1&dd=&hrd=&wkd=&c35=adrsid,&c36=cref1,&c37=cref2,&c11=agg,1&c12=apv,&c51=adl,0&c52=noad,0&pc=NA&c53=fef,n&c54=oad,&c55=cref3,&c57=adldf,2&ai=espn_nba_stats&c3=st,c&c64=starttm,1780798750&adid=espn_nba_stats&c58=isLive,false&c59=sesid,&c61=createtm,1780798749&c63=pipMode,&uoo=&c68=bndlid,&nodeTM=&logTM=&c73=phtype,&c74=dvcnm,&c76=adbsnid,&c44=progen,&davty=0&si=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs%2Fseasontype%2F2&c66=mediaurl,&sdd=&c62=sendTime,1780798749&rnd=671614 → pending (?ms, ?B)
[2026-06-07T02:19:10.770Z] GET https://global.imrworldwide.com/cgi-bin/gn?prd=metadata&c9=devid,&c13=asid,P07264C85-15CD-4A80-8E56-B5BFA6D93296&sessionId=aeux7t19fxr96nkq4oys8pdc1cae61780798748&c30=bldv,6.0.0.748&pgUrl=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs%2Fseasontype%2F2&pgTitle=San%20Antonio%20Spurs%202025-26%20NBA%20Postseason%20Stats%20-%20ESPN&uoo= → pending (?ms, ?B)
[2026-06-07T02:19:11.326Z] GET https://secure-assets.rubiconproject.com/static/psa/blank/1x1.png → 200 (?ms, 156B)
[2026-06-07T02:19:11.326Z] GET https://pagead2.googlesyndication.com/pagead/gen_204?id=av-js&type=fle-fetch-start2 → 204 (60ms, ?B)
[2026-06-07T02:19:11.326Z] GET https://pagead2.googlesyndication.com/pagead/gen_204?id=av-js&type=colleague-executed&name=4 → 204 (63ms, ?B)
[2026-06-07T02:19:11.327Z] GET https://pagead2.googlesyndication.com/pagead/gen_204?id=av-js&type=reach&proto=CAlgAWACaAM%3D → 204 (71ms, ?B)
[2026-06-07T02:19:11.328Z] GET https://securepubads.g.doubleclick.net/pcs/view?xai=AKAOjssx26XBr5UiM1p1jKOaVXRCu9MoF3n14C9TObibmwJfvGc-dqM2KaGRFhVDnVunJFWPSPk1PxenmaxMTXnOUxqNkmyBBgPWOOpxc2_wfqylevg0nUTy5NM3b_RcKlVCaPuNai6Ag9MhVo1an15G6l9ynczlhK7H78pCxBgzT8W_Is6TRRKPbE04NeIXEAxiX6JU-AskuD81GQh-3ILqIW7lSOgUmpQDaRTSIDeSJt0v798KxrF5qDy-Ie0pnz4jZ6GSfHSLRd3fQPffMkIzYj7qdpTNCR9iuJvwV_MOUQHWv0xA5rwJfLAfHGQyz_SIsjLiD-lc3HzQs72GJkFwuqViWlB-I3-diJAXJ5m98JIL00opmxjspqfr0ho29KTOl8uUJGKevq_P2MibzT8GoXElHrae-sMkmGlRgHzHYsJeR4E3TgCq65jnzCRXvLqu6jryonWGqQ&sai=AMfl-YQIGRE_XkzXO3c5rI9w5gpo6n2oBcn-u5wcSElgWrmoqgDQFk9ZRroLMIO334I348vOEEHlI9tKd1-KGPtk_408kpLQkpxcSZRQWeP3-T6K3Fuc_tDwCe0Bz4fiqNtOGTbkJfsEjQcOycdfgb1a9LF2wevA8-ECJvise0O4txFrrpnahcrNS0CtfJk_yT3csOEzSfOSRz5D-J_6l8beQxSfGA9_Mowp6nW_muBnz2O-MHKLo9FMy7F3RmRZN9ApYunMngLUBc9y0s2mfqpf2SeEYYshlYmXGGJYkuwFRl0mXY272HlkRREAbtY8SSDG--JNQ5ym1ALaRmEy7JVjnsbCFXOt6JSxuBXDmdLXEGWFy_9bm7DtcjFu8oWM_Xf7FsnkIL4x-uuROR0&sig=Cg0ArKJSzNcRTMmV4jbZEAE&uach_m=%5BUACH%5D&urlfix=1&dett=2&adurl= → 200 (67ms, ?B)
[2026-06-07T02:19:12.341Z] GET https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjssz7CHzxQJSzU4Cy_a7QWJPE15NvBaKLgZ_vHCxoywlpd8LLSEKgloAxXcolhuTIqpOZZfMagoA-ql4MNrMiTTPM33YqFzRRXPFvZfnu7ri-WGHOXeomGaZqoxT99TcDe48qTwWx2a3M74i7Xjl9AGHc7kHqscKXZOnZEg391gD1VpCatTlGYWbItMZ&sig=Cg0ArKJSzHsTB3-b4C6sEAE&id=lidar2&mcvt=1000&p=252,155,502,1125&tm=1013.7999999821186&tu=13.400000005960464&mtos=1000,1000,1000,1000,1000&tos=1000,0,0,0,0&v=20260603&bin=7&avms=nio&bs=1280,720&mc=1&vu=1&app=0&itpl=0&adk=4291686389&rs=4&la=1&cr=0&uach=WyJtYWNPUyIsIjI2LjUuMSIsImFybSIsIiIsIjE0NS4wLjc2MzIuNiIsbnVsbCwwLG51bGwsIjY0IixbWyJOb3Q6QS1CcmFuZCIsIjk5LjAuMC4wIl0sWyJIZWFkbGVzc0Nocm9tZSIsIjE0NS4wLjc2MzIuNiJdLFsiQ2hyb21pdW0iLCIxNDUuMC43NjMyLjYiXV0sMF0%3D&vs=4&r=v&co=7673155100&rst=1780798750166&rpt=1161&isd=0&lsd=0&met=ie&wmsd=0&pbe=0&fle=0&vae=0&spb=0&sfl=0&ffslot=0&reach=8&io2=0 → 200 (76ms, 42B)
[2026-06-07T02:19:12.965Z] GET https://image8.pubmatic.com/AdServer/ImgSync?p=0 → 302 (498ms, ?B)
[2026-06-07T02:19:13.463Z] GET https://cm.g.doubleclick.net/pixel?google_nid=pubmatic&google_hm=MTdEOTU4QUUtMEVGMi00MzRGLTg1QkQtQjA1NEEyOUEwOUFD&gdpr=-1&gdpr_consent=&google_cm → 302 (68ms, ?B)
[2026-06-07T02:19:13.531Z] GET https://image2.pubmatic.com/AdServer/Pug?vcode=bz0yJnR5cGU9MSZjb2RlPTIxNzcmdGw9MTI5NjAw&gdpr=-1&gdpr_consent=&piggybackCookie=CAESECA_IUZR26IW3cSI-t9RfgY&google_cver=1 → 302 (243ms, ?B)
[2026-06-07T02:19:13.775Z] GET https://image8.pubmatic.com/AdServer/ImgSync?sec=1&gdpr=0&gdpr_consent=&us_privacy= → pending (?ms, ?B)
[2026-06-07T02:19:14.830Z] GET https://loadus.exelator.com/getid?p=1480&g=1&j=0&asid=P07264C85-15CD-4A80-8E56-B5BFA6D93296 → 302 (266ms, ?B)
[2026-06-07T02:19:15.097Z] GET https://load77.exelator.com/pixel.gif → 204 (262ms, ?B)
[2026-06-07T02:19:17.809Z] POST https://ty-trc-events.taboola.com/espnnetwork-espn/log/3/perf?tvi48=28907&tvi50=30819&route=TY%3ATY%3AV&lti=default-trecs-3288-fix-served-sizes-reporting-on-explore-more-display-items_ctrl → 204 (200ms, ?B)
